name,discipline,region,vertical,years_experience,seniority,domain,communication,timezone,bandwidth,availability_status,available_in_weeks
Jacob Wu,Backend,EMEA,Gaming,17,71,34,63,64,61,Partially committed,3
Dr. Teresa Ortega MD,AI / ML,APAC,Government,16,54,67,51,35,61,Available,0
Henry Rivera,Data / Database,Americas,Other,13,69,30,56,66,45,Available,0
Jesus Hale,Other,Americas,EdTech,6,29,44,37,84,64,Available,0
Stacy Taylor,Backend,APAC,Other,13,58,37,62,17,55,Available,0
Sheila Ramirez,Other,Americas,Government,21,86,78,73,83,76,Available,0
Robin Richardson,Cloud,APAC,Media,9,46,30,47,22,75,Available,0
Mary Alvarez,Networking,EMEA,FinTech,2,33,48,63,73,71,Available,0
Cole Andersen,Backend,APAC,Media,11,37,46,2,55,45,Available,0
Robin Smith,AI / ML,Americas,Logistics,8,28,43,46,80,64,Partially committed,3
Angel Aguirre,DevOps,Americas,Media,4,34,7,52,83,46,Available,0
Jeremy Lawson,Cloud,EMEA,E-commerce,8,43,9,62,32,82,Partially committed,1
Lonnie Miller,Frontend,APAC,Other,8,22,37,35,12,47,Available,0
Timothy Galvan,DevOps,EMEA,Telecom,14,50,50,53,59,53,Available,0
Dr. Susan Navarro,AI / ML,APAC,Government,17,68,35,73,28,31,Available,0
Cory Thomas,Frontend,APAC,Government,7,32,23,62,32,49,Available,0
Laura Vincent,Cloud,APAC,SaaS,18,80,59,61,20,40,Partially committed,3
Bethany Robles,Frontend,EMEA,Gaming,13,60,54,59,58,51,Partially committed,1
Michael Dunn,AI / ML,EMEA,Gaming,18,71,50,84,30,34,Available,0
Carol Griffin,Other,Americas,E-commerce,6,37,49,14,76,83,Available,0
Matthew Allen,Backend,EMEA,Healthcare,13,67,30,49,60,49,Partially committed,3
Paul Keller,Frontend,APAC,EdTech,8,28,35,60,45,49,Available,0
Jeffrey Baldwin,Cloud,APAC,Logistics,15,68,71,74,27,68,Available,0
Timothy Orr,Frontend,APAC,Gaming,15,53,49,59,34,99,Available,0
Connie Scott,Data / Database,EMEA,FinTech,12,61,46,49,48,46,Available,0
Steven Martinez,Backend,Americas,Government,6,26,69,26,86,55,Available,0
Joseph Swanson,Data / Database,EMEA,FinTech,5,32,17,33,50,44,Available,0
Michael Wiggins,Frontend,Americas,EdTech,14,62,58,78,99,67,Partially committed,4
Pamela Burke,Frontend,EMEA,SaaS,4,31,58,32,52,78,Partially committed,2
Jamie Love,Frontend,APAC,SaaS,12,59,40,56,26,53,Fully booked,11
Jane May,DevOps,Americas,Telecom,2,23,45,26,90,52,Partially committed,4
Savannah Stokes,DevOps,EMEA,Healthcare,16,67,36,70,60,64,Available,0
Brian Miller,Backend,APAC,Gaming,7,25,29,30,24,75,Available,0
Patrick Pineda,DevOps,Americas,Media,10,61,48,54,86,85,Available,0
Audrey Richardson,AI / ML,Americas,Media,17,63,61,33,71,42,Available,0
Tiffany Ray,Backend,APAC,Government,13,36,61,20,30,75,Available,0
Antonio Nichols,Networking,APAC,E-commerce,14,62,69,56,33,56,Available,0
Veronica Flores,Cloud,EMEA,Government,11,55,42,34,51,20,Partially committed,2
Michael Hogan,Frontend,EMEA,Media,14,39,64,74,51,88,Available,0
Lindsay Walker,Backend,APAC,Government,4,30,30,11,22,66,Available,0
Joshua Murray,Data / Database,EMEA,Government,2,11,46,19,41,75,Available,0
Tommy Hood,Cloud,APAC,Gaming,13,57,49,54,32,74,Partially committed,1
Mr. Kyle Thomas DDS,Backend,APAC,EdTech,7,19,44,29,23,74,Partially committed,3
Michele George,Other,EMEA,SaaS,12,52,51,35,61,36,Partially committed,4
William Martinez,Cloud,EMEA,Government,9,45,18,34,53,70,Available,0
Michelle Mendoza DVM,Backend,Americas,Government,12,64,29,43,88,63,Available,0
Michael Bennett DVM,Frontend,Americas,E-commerce,9,44,42,43,65,24,Partially committed,3
Ronald Clark,Backend,EMEA,Media,8,43,16,74,44,90,Available,0
Rita Graves,Data / Database,EMEA,Government,14,65,59,58,47,46,Available,0
Sean White,Data / Database,EMEA,Telecom,11,57,56,70,67,75,Available,0
Mr. William Hopkins,Networking,Americas,EdTech,10,56,46,60,86,48,Partially committed,1
Wendy Kelley,Cloud,EMEA,Government,16,59,33,70,52,44,Available,0
Michael Mooney,Backend,Americas,EdTech,3,19,53,0,77,60,Available,0
Jeanne Rose,DevOps,Americas,E-commerce,12,65,73,53,88,96,Available,0
Michael Lee,Frontend,Americas,FinTech,13,62,48,74,76,94,Partially committed,2
Jennifer Anderson,Backend,Americas,E-commerce,7,30,45,32,89,49,Available,0
Lauren Trujillo,Networking,APAC,E-commerce,7,45,41,72,26,82,Available,0
Michelle Ellis,Backend,EMEA,Media,12,49,51,70,68,57,Available,0
Chad Dominguez,Networking,EMEA,E-commerce,8,47,38,42,46,97,Available,0
Charles Robinson,Other,APAC,Healthcare,16,57,49,46,27,78,Available,0
Nancy Smith,DevOps,EMEA,Telecom,19,79,65,50,46,56,Available,0
Laura Gregory,Frontend,Americas,Media,15,72,81,52,98,54,Partially committed,4
Brittany Clements MD,Backend,APAC,Gaming,4,24,15,20,28,73,Available,0
Tammy Davis,Frontend,Americas,E-commerce,14,62,45,62,72,63,Partially committed,2
Catherine Williams,DevOps,APAC,Logistics,18,77,35,43,19,29,Partially committed,2
Miss Leslie Booker,Networking,Americas,Logistics,13,58,68,62,87,59,Partially committed,1
Jennifer Johnson,DevOps,EMEA,SaaS,16,72,40,70,37,39,Available,0
John Watts,Networking,EMEA,Government,20,90,34,47,53,38,Available,0
Marissa Bennett,Networking,EMEA,Healthcare,14,70,56,82,46,74,Available,0
Rebecca Barrett,AI / ML,APAC,Healthcare,12,55,68,60,26,59,Available,0
Sharon Santos,Backend,EMEA,EdTech,12,71,53,71,56,43,Fully booked,8
Matthew Richardson,AI / ML,APAC,SaaS,14,53,49,41,27,31,Partially committed,2
Bradley Burns,Cloud,Americas,Logistics,12,50,50,59,79,40,Available,0
Katrina Johnson,Backend,EMEA,E-commerce,8,43,59,62,57,56,Available,0
Laura Hill,Other,Americas,Telecom,22,81,44,64,99,84,Fully booked,12
Rebecca White,Other,EMEA,Government,8,34,38,70,68,38,Available,0
Mr. Jeffrey Duncan,DevOps,Americas,Telecom,16,81,43,66,79,56,Partially committed,1
Arthur Stout,AI / ML,APAC,Logistics,15,60,32,71,35,62,Available,0
Cathy Hess,Backend,EMEA,Logistics,6,22,32,40,62,85,Available,0
Justin Herrera,Data / Database,APAC,FinTech,14,57,62,62,24,57,Partially committed,2
Katherine Stone,Backend,APAC,Government,1,8,39,6,28,72,Partially committed,2
Michelle Tyler,Data / Database,Americas,EdTech,15,63,57,61,87,77,Available,0
Paul Sheppard,Data / Database,EMEA,Healthcare,15,68,49,49,48,37,Partially committed,4
Catherine George,Backend,APAC,EdTech,10,38,49,32,26,74,Available,0
Justin Mcbride,Cloud,Americas,Other,8,52,28,76,80,28,Available,0
Carl Harris,Frontend,Americas,Healthcare,19,89,48,67,79,50,Available,0
Justin York,Frontend,Americas,FinTech,12,40,47,31,79,53,Partially committed,1
William Hunter,Backend,EMEA,Other,5,29,40,34,59,45,Available,0
Joshua Henderson,Data / Database,EMEA,EdTech,16,80,54,47,55,70,Available,0
April Turner,Backend,Americas,SaaS,19,89,51,90,88,69,Partially committed,3
Kelly Patton,Backend,EMEA,Other,9,50,35,40,80,77,Partially committed,3
Jill Ray,Backend,Americas,Government,11,70,88,68,77,60,Partially committed,3
Kelly Andersen,Frontend,EMEA,Media,17,77,63,82,57,26,Partially committed,4
Joshua Clark,Data / Database,EMEA,Government,8,35,45,36,60,52,Available,0
Robert Young,AI / ML,Americas,Other,9,40,37,53,93,78,Partially committed,4
Elijah Wall,Backend,Americas,Government,16,75,43,48,86,71,Partially committed,2
Lindsey Robinson,Cloud,EMEA,FinTech,19,84,51,99,44,74,Fully booked,11
Carl Dean,Frontend,Americas,Telecom,16,61,53,69,75,60,Available,0
David James,Backend,Americas,Other,7,32,12,39,83,55,Available,0
Jennifer Miller,Backend,Americas,Logistics,19,90,31,59,75,9,Partially committed,2
Jeffery Neal,AI / ML,Americas,Gaming,8,39,31,43,67,75,Partially committed,3
Andrea Oconnor,Data / Database,EMEA,Media,11,43,46,42,47,55,Available,0
Melissa Lee MD,Cloud,APAC,E-commerce,15,57,45,81,20,30,Available,0
Samantha Jacobs,DevOps,EMEA,Telecom,17,81,71,48,45,66,Fully booked,13
Christian Riddle,Frontend,Americas,Healthcare,15,67,27,60,99,81,Available,0
Alexander Munoz,AI / ML,Americas,Government,14,58,36,54,85,72,Available,0
Caleb Rodriguez,Backend,EMEA,FinTech,11,59,65,53,56,68,Available,0
Andrea Bowman,Frontend,Americas,FinTech,11,51,45,49,91,74,Available,0
Gavin Nelson,Backend,EMEA,Government,11,61,55,54,73,0,Partially committed,2
Courtney Smith,Backend,APAC,Healthcare,0,0,59,37,32,99,Available,0
Wayne Gray,Frontend,Americas,Media,11,44,33,56,92,41,Available,0
Timothy Thompson,DevOps,APAC,Media,11,55,42,58,23,41,Available,0
Elizabeth Nicholson,Backend,APAC,Telecom,6,27,34,0,19,51,Partially committed,2
Joseph Graves PhD,DevOps,Americas,Government,13,58,18,58,91,47,Partially committed,4
Lisa Mosley,Frontend,Americas,SaaS,8,46,36,25,91,87,Partially committed,3
Travis Price,Other,EMEA,EdTech,19,85,65,77,63,60,Partially committed,1
Patrick Faulkner,Frontend,EMEA,SaaS,16,81,56,86,56,37,Partially committed,3
Linda Atkinson,Cloud,Americas,E-commerce,12,41,53,32,74,47,Partially committed,4
Cameron Smith,Cloud,EMEA,SaaS,8,47,34,45,50,99,Partially committed,3
Brittney Martinez,Frontend,APAC,FinTech,10,49,33,41,40,63,Partially committed,1
Nicolas Brown,Frontend,APAC,Telecom,7,41,56,63,22,49,Available,0
Vanessa Zimmerman,Frontend,Americas,Other,13,54,39,53,84,23,Available,0
Lee Mann,Backend,EMEA,Gaming,7,35,43,67,47,25,Partially committed,2
William Lindsey,Frontend,Americas,Logistics,5,27,38,44,80,38,Available,0
Desiree Patterson,Cloud,APAC,E-commerce,16,62,69,60,17,56,Available,0
Sierra Cervantes,Data / Database,Americas,Gaming,14,63,60,57,81,76,Partially committed,3
Scott Meza,DevOps,Americas,Government,9,34,22,53,77,71,Available,0
Erik Davis,Frontend,Americas,SaaS,13,68,29,35,65,76,Partially committed,4
Nicholas Duffy,AI / ML,Americas,Logistics,5,37,45,45,89,70,Available,0
Anthony Paul,Frontend,APAC,Gaming,12,55,44,52,34,30,Partially committed,4
Katherine Baxter,Backend,Americas,Healthcare,14,66,41,68,83,61,Available,0
Jessica Romero,Frontend,Americas,E-commerce,12,49,59,47,71,65,Partially committed,3
Karen Robertson,Frontend,EMEA,EdTech,13,59,48,40,44,52,Available,0
Dr. Melissa Sullivan DDS,Cloud,Americas,E-commerce,9,40,42,45,99,52,Partially committed,2
Nichole Klein,Cloud,EMEA,Logistics,7,46,49,33,29,54,Available,0
Nicole Sanchez,Cloud,Americas,Gaming,14,46,42,21,71,26,Available,0
Tiffany Morrow,DevOps,EMEA,Logistics,7,35,61,53,76,32,Available,0
Kelsey Lynch,Other,Americas,Government,12,46,33,56,99,99,Partially committed,2
Traci Craig,Data / Database,EMEA,Telecom,3,19,42,41,72,37,Available,0
Kelly Walker,Data / Database,Americas,Logistics,10,40,62,63,87,22,Available,0
Ryan Palmer,Backend,Americas,Media,7,44,19,38,76,43,Available,0
Jenny Gray,Frontend,EMEA,FinTech,11,45,38,27,38,66,Available,0
Brian Sloan,DevOps,Americas,SaaS,9,45,57,47,86,68,Partially committed,4
Joshua Miranda,Backend,Americas,EdTech,11,49,59,45,74,36,Available,0
Edwin Carter,Data / Database,Americas,FinTech,15,60,45,43,97,56,Partially committed,4
Oscar Carroll,Backend,Americas,Media,13,67,35,58,63,42,Available,0
Eric Fitzpatrick,Networking,APAC,Healthcare,7,37,52,35,30,62,Available,0
Samantha Johnson,Other,Americas,Telecom,7,26,55,12,91,54,Available,0
Luke Freeman,Backend,APAC,EdTech,11,29,27,33,38,46,Available,0
Luis Murphy,AI / ML,APAC,Telecom,9,40,24,29,36,45,Available,0
Aaron Zamora,AI / ML,Americas,Telecom,11,43,46,50,85,13,Available,0
Henry Garcia,Other,EMEA,Healthcare,7,35,48,33,56,54,Partially committed,1
Bradley Robertson Jr.,Backend,EMEA,Healthcare,9,24,37,53,64,59,Available,0
John Moore,Cloud,Americas,Telecom,6,41,46,68,85,29,Available,0
Courtney Foster,Backend,APAC,Healthcare,12,54,35,61,32,49,Available,0
Jeffrey White,DevOps,EMEA,SaaS,11,62,13,34,55,49,Available,0
Ashley Gonzales,Cloud,Americas,Healthcare,4,39,28,65,78,21,Available,0
Candice Gomez,Cloud,Americas,FinTech,10,42,43,68,69,42,Available,0
Ian Harrell,Backend,APAC,Other,7,31,35,41,16,43,Partially committed,2
Colton Williams,AI / ML,EMEA,Government,10,49,26,68,51,60,Partially committed,3
Patrick Santana,Data / Database,Americas,Logistics,7,33,13,34,81,84,Partially committed,4
Cristian Mendoza,Backend,EMEA,Other,20,61,47,30,45,55,Available,0
Deborah Fisher,DevOps,Americas,Gaming,3,14,46,21,72,86,Available,0
Rebecca Klein,AI / ML,Americas,E-commerce,11,43,60,71,78,53,Partially committed,4
Phillip Macias,Other,Americas,EdTech,11,56,60,32,91,62,Partially committed,4
Tammy Cameron,Cloud,APAC,Gaming,13,54,34,52,7,57,Available,0
Brian Rodriguez,Frontend,APAC,FinTech,22,99,40,75,19,95,Available,0
Christopher Porter,Frontend,APAC,Telecom,12,57,51,46,30,52,Available,0
Cynthia Gregory,Frontend,EMEA,Gaming,10,30,51,34,68,75,Available,0
William Mclaughlin,Frontend,APAC,E-commerce,13,48,51,50,50,60,Partially committed,4
Dylan Tucker,Backend,APAC,Media,3,14,6,24,25,85,Available,0
Danielle Hernandez,Backend,EMEA,EdTech,6,48,25,29,51,69,Available,0
Danielle Wang,Frontend,EMEA,Healthcare,7,33,38,45,54,66,Available,0
Wendy Wright,AI / ML,EMEA,Other,21,68,62,74,57,30,Available,0
Christina Mccarthy,DevOps,EMEA,E-commerce,8,39,51,57,55,37,Available,0
Meredith Shaw,Networking,APAC,Logistics,13,48,47,37,29,44,Partially committed,2
Willie Garza,Backend,APAC,Healthcare,11,37,48,26,15,52,Available,0
Crystal Anderson,Data / Database,EMEA,Other,19,85,54,63,38,52,Partially committed,4
William Hickman,Backend,APAC,Other,8,44,49,69,35,45,Available,0
Luis Davis,Data / Database,Americas,Gaming,14,87,52,77,80,10,Partially committed,2
Jason Torres,DevOps,APAC,Telecom,16,66,50,68,36,73,Partially committed,1
Crystal Rogers,Data / Database,Americas,Logistics,12,60,40,67,84,63,Available,0
Jordan Schneider,Networking,EMEA,E-commerce,13,57,47,60,41,56,Partially committed,1
Derrick Ramirez,AI / ML,EMEA,Healthcare,10,58,49,56,71,80,Available,0
Jason Flores,Data / Database,APAC,Government,2,11,36,40,28,47,Available,0
Andrew Williams,Backend,EMEA,Telecom,10,44,47,40,48,54,Available,0
Christy Kennedy,Other,APAC,Telecom,15,67,67,39,23,56,Available,0
Ashlee Lopez,Cloud,APAC,Telecom,9,49,44,60,16,48,Partially committed,3
Heidi Torres,DevOps,APAC,Government,7,22,30,53,31,45,Available,0
Adam Arnold,Cloud,APAC,E-commerce,10,49,54,34,27,74,Partially committed,4
Erin Figueroa,Frontend,Americas,FinTech,15,84,29,79,99,55,Fully booked,7
Richard Rice,Frontend,Americas,Telecom,16,75,35,86,87,64,Available,0
Matthew Clark,Frontend,EMEA,Logistics,11,49,48,49,75,40,Available,0
Stephen Anderson,Frontend,Americas,Healthcare,16,69,56,48,72,69,Available,0
Barbara Willis,Data / Database,EMEA,Media,12,43,27,48,52,45,Available,0
Martha Lee,Frontend,EMEA,Other,3,16,28,25,64,67,Available,0
Tammy Jones,AI / ML,APAC,Telecom,7,32,30,32,34,99,Partially committed,3
Grace Swanson,DevOps,APAC,EdTech,16,81,42,72,28,67,Available,0
Christina Le MD,Backend,APAC,Other,12,45,57,25,17,64,Partially committed,2
Joshua King,Frontend,APAC,Media,10,45,52,27,6,84,Available,0
Sarah Meadows,DevOps,APAC,Media,9,44,40,47,26,46,Available,0
Stephanie West,Frontend,APAC,EdTech,16,88,41,69,26,59,Available,0
Susan Jones,Cloud,Americas,Telecom,21,83,37,71,83,33,Available,0
Timothy Gordon,Networking,EMEA,EdTech,19,94,72,98,41,41,Available,0
Kyle Horton,DevOps,EMEA,FinTech,9,47,49,50,46,88,Partially committed,3
Angel Knight,Frontend,APAC,Healthcare,13,56,36,61,32,60,Partially committed,3
Melissa Yang,Networking,Americas,Media,2,20,42,21,88,90,Available,0
Michael Berg,Backend,APAC,EdTech,15,80,47,76,30,48,Partially committed,4
Carol Christensen,Backend,Americas,SaaS,2,27,28,31,79,85,Available,0
Richard Morales,Data / Database,Americas,SaaS,14,54,52,53,70,56,Available,0
Clinton Moore,AI / ML,EMEA,Healthcare,5,28,26,38,65,63,Partially committed,2
Michael Suarez,Backend,EMEA,Government,14,38,42,59,62,59,Partially committed,2
Joy Zimmerman,AI / ML,Americas,FinTech,5,33,38,23,76,66,Partially committed,4
Elizabeth Robinson,Frontend,EMEA,Government,7,38,31,12,63,53,Available,0
Kristen Jackson,Frontend,Americas,Telecom,8,39,48,42,81,30,Partially committed,2
David Williams,Cloud,Americas,Logistics,9,39,67,51,75,57,Partially committed,1
Stephen Ho,Backend,Americas,Telecom,14,67,36,60,91,56,Available,0
Richard Day,Backend,EMEA,Healthcare,7,28,16,56,56,93,Partially committed,4
Rodney Nichols,Frontend,APAC,Government,10,54,14,58,24,10,Partially committed,4
Gregory Jacobs,Backend,EMEA,Gaming,14,74,44,54,42,84,Partially committed,4
Bradley Thornton,Backend,APAC,Healthcare,5,40,27,12,16,79,Partially committed,1
Miranda Ortiz,Cloud,EMEA,Government,3,36,37,39,63,72,Available,0
Erika Brown,Cloud,EMEA,Logistics,9,45,43,62,60,60,Partially committed,2
Samantha Robinson,Other,APAC,Telecom,16,74,26,56,16,31,Available,0
Cassandra Bonilla,Cloud,Americas,E-commerce,11,54,17,52,70,94,Fully booked,7
Veronica Osborne,Cloud,APAC,FinTech,11,39,48,51,49,83,Available,0
Ashley Reese,Cloud,Americas,SaaS,16,60,51,41,87,59,Partially committed,1
Matthew Berg,AI / ML,Americas,SaaS,6,28,31,48,94,66,Available,0
Kristen Montoya,Backend,EMEA,Other,11,64,19,80,70,51,Partially committed,1
Derrick Perkins,Backend,EMEA,Media,12,58,51,52,46,66,Available,0
Nicole Moore,Cloud,EMEA,Gaming,9,44,58,31,72,56,Available,0
Nicholas Richardson,Backend,EMEA,Gaming,6,33,41,41,44,65,Partially committed,1
Anna White,AI / ML,EMEA,Telecom,6,32,25,10,62,68,Available,0
Scott Lopez,DevOps,APAC,Other,12,61,45,60,27,99,Available,0
Nicholas Holland Jr.,Backend,APAC,FinTech,16,75,30,69,35,33,Partially committed,3
Christopher Long,Networking,APAC,EdTech,7,37,53,67,26,61,Available,0
Andrea Jones,Backend,APAC,EdTech,14,59,47,52,33,79,Available,0
Terry Waller,Other,EMEA,Other,3,8,8,35,69,80,Available,0
Joseph Acosta,Other,APAC,EdTech,7,38,34,32,39,72,Available,0
Lindsey Gray,Cloud,APAC,E-commerce,14,49,53,45,27,99,Partially committed,2
Ronald Hines,Frontend,Americas,Government,5,32,31,20,72,81,Partially committed,2
Amanda Wright,Backend,EMEA,EdTech,4,31,31,38,52,47,Partially committed,4
Charles Burton,Data / Database,APAC,Healthcare,9,37,24,39,32,44,Available,0
Vincent Rosario,AI / ML,APAC,EdTech,11,56,51,57,35,54,Partially committed,4
Noah Morgan,Backend,APAC,EdTech,11,46,34,39,39,48,Available,0
Christina Castillo,Frontend,EMEA,E-commerce,0,5,0,29,48,66,Partially committed,3
Jill Martin,Frontend,APAC,SaaS,4,8,30,24,19,70,Available,0
Christopher Brown,Data / Database,Americas,Telecom,10,38,55,39,72,64,Available,0
Lori Martinez,AI / ML,EMEA,Telecom,10,59,37,56,53,5,Partially committed,1
Ashley Phillips,Frontend,Americas,Government,0,0,54,26,84,50,Available,0
Sara Thomas,Backend,EMEA,Telecom,12,40,51,56,59,72,Partially committed,4
Allison Simmons,Cloud,APAC,Government,7,39,43,43,14,91,Partially committed,2
Matthew Perez,Networking,EMEA,Media,16,78,47,59,45,43,Available,0
Janice Henson,Networking,EMEA,FinTech,5,42,35,44,48,49,Partially committed,4
Ashley Jackson,Networking,EMEA,EdTech,12,58,41,44,73,53,Available,0
Brian Sosa,Frontend,Americas,Telecom,11,53,39,46,78,90,Available,0
Luis Wilson,Backend,EMEA,EdTech,3,7,41,57,40,65,Available,0
Tamara Huang,Other,APAC,FinTech,12,65,31,45,32,8,Available,0
Cassandra Moreno,Other,EMEA,Media,9,54,26,48,54,91,Available,0
Meghan Hernandez,DevOps,EMEA,Telecom,14,60,31,50,43,68,Available,0
Elizabeth Roth,Cloud,APAC,Telecom,24,99,87,71,23,21,Available,0
Brian Hendricks,Other,APAC,Logistics,0,8,37,25,25,53,Available,0
Tasha Cochran,Data / Database,Americas,Logistics,21,84,59,71,81,34,Partially committed,1
Angela Smith,Frontend,APAC,SaaS,10,44,27,23,37,53,Available,0
Brittany Rios,Cloud,APAC,Logistics,15,56,56,67,34,85,Available,0
James Griffith,Other,APAC,Government,11,49,41,58,29,19,Available,0
Karen Jones,Cloud,EMEA,Gaming,4,42,38,28,65,51,Available,0
Tina Ramirez,Networking,Americas,Other,8,39,26,13,78,60,Partially committed,3
Zachary White,Data / Database,APAC,Government,15,57,50,40,21,53,Partially committed,1
Francisco Coleman,Frontend,APAC,Gaming,3,20,27,31,31,45,Partially committed,4
Jennifer Leon,Frontend,APAC,FinTech,14,65,36,94,30,77,Available,0
Robert Valdez,Other,EMEA,Healthcare,9,42,51,53,40,54,Partially committed,3
Jason Crawford,Data / Database,EMEA,Telecom,0,27,9,13,70,54,Partially committed,3
Kim Underwood,Frontend,Americas,Healthcare,12,41,53,36,72,64,Available,0
Kevin Fisher,Other,Americas,Government,15,75,57,62,87,46,Available,0
Melissa Goodman,Data / Database,EMEA,Other,10,39,29,48,61,47,Available,0
Cynthia Smith,Networking,APAC,Healthcare,13,57,34,35,0,36,Fully booked,4
Alicia Grant DVM,DevOps,APAC,Telecom,10,35,39,41,30,99,Available,0
Amy Bailey,Frontend,Americas,E-commerce,15,65,52,48,98,69,Partially committed,1
Sharon Fuentes,DevOps,APAC,Healthcare,14,64,44,41,21,46,Available,0
Charles Castaneda,Other,EMEA,Logistics,18,87,57,72,36,75,Fully booked,7
Susan Sanchez,Frontend,Americas,Telecom,12,46,69,59,81,67,Available,0
Amy Taylor,AI / ML,EMEA,Other,10,63,35,68,60,54,Partially committed,4
Michele Bennett,Backend,EMEA,Media,13,52,21,59,54,35,Partially committed,1
Vincent Watson,Backend,APAC,Logistics,15,76,59,56,18,35,Partially committed,4
Mary Jones,Backend,EMEA,E-commerce,10,36,66,53,45,78,Partially committed,4
Sheila Johnson,AI / ML,EMEA,Other,15,65,53,62,39,68,Partially committed,2
